"algorithm","graph","timeout","seed","k","epsilon","num_threads","imbalance","totalPartitionTime","objective","km1","cut","failed"
"Zoltan","dac2012_superblue11.hgr","no",3,64,0.03,64,0.03,2.63149,"km1",60513,57264,"no"
"Zoltan","dac2012_superblue11.hgr","no",4,64,0.03,64,0.03,2.68295,"km1",57301,54848,"no"
"Zoltan","dac2012_superblue11.hgr","no",5,64,0.03,64,0.03,2.57857,"km1",57116,54206,"no"
"Zoltan","dac2012_superblue11.hgr","no",1,8,0.03,64,0.0289999999999999,2.11004,"km1",10850,10758,"no"
"Zoltan","dac2012_superblue11.hgr","no",2,8,0.03,64,0.02,2.0945,"km1",10351,10283,"no"
"Zoltan","dac2012_superblue11.hgr","no",3,8,0.03,64,0.026,2.14397,"km1",12442,12314,"no"
"Zoltan","dac2012_superblue11.hgr","no",4,8,0.03,64,0.0229999999999999,2.18423,"km1",10876,10710,"no"
"Zoltan","dac2012_superblue11.hgr","no",5,8,0.03,64,0.0189999999999999,2.11668,"km1",13421,13240,"no"
"Zoltan","dac2012_superblue12.hgr","no",1,16,0.03,64,0.0249999999999999,3.56391,"km1",36935,36229,"no"
"Zoltan","dac2012_superblue12.hgr","no",2,16,0.03,64,0.028,3.51416,"km1",43831,43035,"no"
"Zoltan","dac2012_superblue12.hgr","no",3,16,0.03,64,0.0269999999999999,3.5608,"km1",38161,37551,"no"
"Zoltan","dac2012_superblue12.hgr","no",4,16,0.03,64,0.022,3.5881,"km1",39794,39051,"no"
"Zoltan","dac2012_superblue12.hgr","no",5,16,0.03,64,0.0189999999999999,3.49043,"km1",42658,42194,"no"
"Zoltan","dac2012_superblue12.hgr","no",1,2,0.03,64,0,1.58024,"km1",14611,14611,"no"
"Zoltan","dac2012_superblue12.hgr","no",2,2,0.03,64,0,1.68003,"km1",14261,14261,"no"
"Zoltan","dac2012_superblue12.hgr","no",3,2,0.03,64,0,1.58184,"km1",8023,8023,"no"
"Zoltan","dac2012_superblue12.hgr","no",4,2,0.03,64,0,1.61972,"km1",7438,7438,"no"
"Zoltan","dac2012_superblue12.hgr","no",5,2,0.03,64,0,1.63004,"km1",9010,9010,"no"
"Zoltan","dac2012_superblue12.hgr","no",1,64,0.03,64,0.0289999999999999,3.89053,"km1",111572,104946,"no"
"Zoltan","dac2012_superblue12.hgr","no",2,64,0.03,64,0.0269999999999999,3.97068,"km1",109717,104335,"no"
"Zoltan","dac2012_superblue12.hgr","no",3,64,0.03,64,0.028,3.87712,"km1",104883,99786,"no"
"Zoltan","dac2012_superblue12.hgr","no",4,64,0.03,64,0.028,3.93957,"km1",111780,105781,"no"
"Zoltan","dac2012_superblue12.hgr","no",5,64,0.03,64,0.03,3.98357,"km1",108059,101663,"no"
"Zoltan","dac2012_superblue12.hgr","no",1,8,0.03,64,0.01,3.1682,"km1",23978,23731,"no"
"Zoltan","dac2012_superblue12.hgr","no",2,8,0.03,64,0.028,3.18288,"km1",30286,29999,"no"
"Zoltan","dac2012_superblue12.hgr","no",3,8,0.03,64,0.024,3.21094,"km1",24558,24298,"no"
"Zoltan","dac2012_superblue12.hgr","no",4,8,0.03,64,0.026,3.17046,"km1",25622,25349,"no"
"Zoltan","dac2012_superblue12.hgr","no",5,8,0.03,64,0.0189999999999999,3.17303,"km1",30972,30675,"no"
"Zoltan","dac2012_superblue14.hgr","no",1,16,0.03,64,0.024,1.68904,"km1",26308,25350,"no"
"Zoltan","dac2012_superblue14.hgr","no",2,16,0.03,64,0.0249999999999999,1.68358,"km1",25127,24133,"no"
"Zoltan","dac2012_superblue14.hgr","no",3,16,0.03,64,0.0209999999999999,1.70568,"km1",27251,26405,"no"
"Zoltan","dac2012_superblue14.hgr","no",4,16,0.03,64,0.0249999999999999,1.67387,"km1",25423,24201,"no"
"Zoltan","dac2012_superblue14.hgr","no",5,16,0.03,64,0.0289999999999999,1.68453,"km1",30196,29108,"no"
"Zoltan","dac2012_superblue14.hgr","no",1,2,0.03,64,0,0.7414,"km1",5106,5106,"no"
