"algorithm","graph","timeout","seed","k","epsilon","num_threads","imbalance","totalPartitionTime","objective","km1","cut","failed"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",3,64,0.03,64,0.0299226,22.5877,"km1",283929,273731,"no"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",4,64,0.03,64,0.0299495,23.1823,"km1",282082,271842,"no"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",5,64,0.03,64,0.0299226,23.4978,"km1",281955,271619,"no"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",1,8,0.03,64,0.0188866,6.99081,"km1",88005,87168,"no"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",2,8,0.03,64,0.0201267,7.12682,"km1",91954,90984,"no"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",3,8,0.03,64,0.0222976,7.16807,"km1",91915,90933,"no"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",4,8,0.03,64,0.0197806,7.33605,"km1",91099,90024,"no"
"Mt-KaHyPar","CurlCurl_4.mtx.hgr","no",5,8,0.03,64,0.0114731,6.98881,"km1",87874,87042,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",1,16,0.03,64,0.027901,4.6827,"km1",15116,14665,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",2,16,0.03,64,0.0241887,4.23618,"km1",15769,15408,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",3,16,0.03,64,0.0286233,4.14547,"km1",15990,15571,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",4,16,0.03,64,0.0281361,4.39219,"km1",16120,15732,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",5,16,0.03,64,0.027649,4.46981,"km1",15624,15228,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",1,2,0.03,64,0.0236051,2.32719,"km1",1460,1460,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",2,2,0.03,64,0.0299987,2.32724,"km1",1373,1373,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",3,2,0.03,64,0.0299588,2.50988,"km1",1441,1441,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",4,2,0.03,64,0.0284176,2.37069,"km1",1590,1590,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",5,2,0.03,64,0.0299777,2.56856,"km1",1386,1386,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",1,64,0.03,64,0.028892,10.1781,"km1",46748,44193,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",2,64,0.03,64,0.0296983,10.8973,"km1",45675,43330,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",3,64,0.03,64,0.0297655,10.4938,"km1",45759,43254,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",4,64,0.03,64,0.028892,10.4524,"km1",47030,44548,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",5,64,0.03,64,0.0281529,9.68744,"km1",47489,44803,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",1,8,0.03,64,0.0277246,3.08551,"km1",8411,8314,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",2,8,0.03,64,0.0289928,3.05148,"km1",8310,8257,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",3,8,0.03,64,0.029144,3.8101,"km1",8137,7984,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",4,8,0.03,64,0.0272626,3.00851,"km1",8260,8196,"no"
"Mt-KaHyPar","dac2012_superblue11.hgr","no",5,8,0.03,64,0.02885,2.86404,"km1",8435,8404,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",1,16,0.03,64,0.0234439,8.07241,"km1",25841,24595,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",2,16,0.03,64,0.0221187,8.0357,"km1",26728,25742,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",3,16,0.03,64,0.0219577,8.09122,"km1",26330,24475,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",4,16,0.03,64,0.0293265,8.32961,"km1",26394,25673,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",5,16,0.03,64,0.0287692,10.3793,"km1",27068,25569,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",1,2,0.03,64,0.0175752,3.0553,"km1",5129,5129,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",2,2,0.03,64,0.0223681,3.07509,"km1",5015,5015,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",3,2,0.03,64,2.1673e-05,3.33486,"km1",5170,5170,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",4,2,0.03,64,0.0244688,2.96886,"km1",4669,4669,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",5,2,0.03,64,0.0240369,3.14158,"km1",5922,5922,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",1,64,0.03,64,0.0298707,18.4684,"km1",66748,57138,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",2,64,0.03,64,0.0297221,18.5872,"km1",66460,56173,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",3,64,0.03,64,0.029524,20.8566,"km1",67382,58571,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",4,64,0.03,64,0.02888,18.8421,"km1",65767,54032,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",5,64,0.03,64,0.0296726,20.9787,"km1",66408,54482,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",1,8,0.03,64,0.026571,5.59561,"km1",17488,17155,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",2,8,0.03,64,0.0235553,5.73542,"km1",16943,16614,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",3,8,0.03,64,0.0265834,6.81207,"km1",17889,17460,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",4,8,0.03,64,0.0159946,5.87,"km1",16680,16516,"no"
"Mt-KaHyPar","dac2012_superblue12.hgr","no",5,8,0.03,64,0.022707,5.49973,"km1",16789,16665,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",1,16,0.03,64,0.0298788,4.29449,"km1",18421,17290,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",2,16,0.03,64,0.0277989,3.86759,"km1",20058,18883,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",3,16,0.03,64,0.0264546,3.99237,"km1",18961,17898,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",4,16,0.03,64,0.0299295,4.12418,"km1",19006,17998,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",5,16,0.03,64,0.021813,3.99721,"km1",19689,18591,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",1,2,0.03,64,0.00371908,2.18433,"km1",3912,3912,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",2,2,0.03,64,0.0251584,2.05088,"km1",3940,3940,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",3,2,0.03,64,0.000136334,1.98495,"km1",5760,5760,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",4,2,0.03,64,0,1.9353,"km1",3990,3990,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",5,2,0.03,64,0.00506974,1.94664,"km1",4202,4202,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",1,64,0.03,64,0.029928,8.49542,"km1",42766,35855,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",2,64,0.03,64,0.0293193,8.25226,"km1",41792,35300,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",3,64,0.03,64,0.029928,8.41176,"km1",42159,36263,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",4,64,0.03,64,0.0295222,8.25992,"km1",42080,35868,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",5,64,0.03,64,0.029928,7.47638,"km1",41820,35897,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",1,8,0.03,64,0.0234493,3.60896,"km1",13109,12731,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",2,8,0.03,64,0.0236522,3.00932,"km1",14127,13802,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",3,8,0.03,64,0.0243751,3.4577,"km1",13814,13492,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",4,8,0.03,64,0.0229674,3.46916,"km1",14536,14080,"no"
"Mt-KaHyPar","dac2012_superblue14.hgr","no",5,8,0.03,64,0.0299933,3.64724,"km1",12838,12237,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",1,16,0.03,64,0.0171375,3.20666,"km1",21461,20360,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",2,16,0.03,64,0.029372,3.5898,"km1",21478,20398,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",3,16,0.03,64,0.00320755,3.20734,"km1",21720,20672,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",4,16,0.03,64,0.00403235,3.37451,"km1",21690,20670,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",5,16,0.03,64,0.0219488,3.56503,"km1",22060,20924,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",1,2,0.03,64,0.000120285,1.93261,"km1",8611,8611,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",2,2,0.03,64,0,1.95143,"km1",8514,8514,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",3,2,0.03,64,0,1.98749,"km1",8674,8674,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",4,2,0.03,64,0,1.95986,"km1",8363,8363,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",5,2,0.03,64,0,2.12926,"km1",9097,9097,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",1,64,0.03,64,0.0279509,7.7759,"km1",34478,31903,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",2,64,0.03,64,0.0272177,8.48128,"km1",35061,32152,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",3,64,0.03,64,0.0292339,7.82954,"km1",34842,32023,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",4,64,0.03,64,0.027676,8.04459,"km1",35348,32444,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",5,64,0.03,64,0.0296921,7.96817,"km1",34657,31601,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",1,8,0.03,64,0.00171835,2.69996,"km1",17644,16983,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",2,8,0.03,64,0.00685049,2.75982,"km1",18589,17712,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",3,8,0.03,64,0.0176303,2.69052,"km1",17713,17009,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",4,8,0.03,64,0.00245151,2.55739,"km1",17738,17016,"no"
"Mt-KaHyPar","dac2012_superblue16.hgr","no",5,8,0.03,64,0.025718,2.71224,"km1",18273,17494,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",1,16,0.03,64,0.0278662,4.64863,"km1",13945,13439,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",2,16,0.03,64,0.027315,3.99848,"km1",14374,13754,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",3,16,0.03,64,0.0280194,4.06225,"km1",14351,13698,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",4,16,0.03,64,0.0299486,3.77895,"km1",14950,14271,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",5,16,0.03,64,0.0299486,4.23023,"km1",13762,13136,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",1,2,0.03,64,0.0186992,1.89166,"km1",1416,1416,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",2,2,0.03,64,0.0194533,1.94333,"km1",1413,1413,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",3,2,0.03,64,0.0183892,1.74487,"km1",1412,1412,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",4,2,0.03,64,0.00939363,1.79038,"km1",1983,1983,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",5,2,0.03,64,7.65577e-06,1.71512,"km1",1694,1694,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",1,64,0.03,64,0.0298873,7.90324,"km1",32678,28944,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",2,64,0.03,64,0.0297648,7.50781,"km1",31722,28579,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",3,64,0.03,64,0.0298873,9.00182,"km1",35013,31001,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",4,64,0.03,64,0.0295198,7.84739,"km1",31534,28222,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",5,64,0.03,64,0.0297648,8.12574,"km1",31631,28258,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",1,8,0.03,64,0.0294437,3.1931,"km1",9583,9375,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",2,8,0.03,64,0.0268255,3.32446,"km1",10061,9831,"no"
"Mt-KaHyPar","dac2012_superblue19.hgr","no",3,8,0.03,64,0.0289078,3.74683,"km1",9211,8864,"no"
